X,Y,NAME,ADDRESS,FACUSE,LEVEL_,STATUS,PHONE,TOTAL_STUD,SSL,GIS_ID,WEB_URL,BLDG_NUM,SCH_PROG,CAPITALGAINS,CAPACITY,YEAR_BUILT,SQUARE_FOOTAGE,POPULATION_PLAN,LONGITUDE,LATITUDE,SCHOOL_YEA,LEA_NAME,LEA_ID,SCHOOL_NAM,SCHOOL_ID,GRADES,MAR_ID,XCOORD,YCOORD,ZIPCODE,PK3,PK4,UN_CE,FACILITY_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,OBJECTID
-8574765.862,4707858.729,Thomson Elementary School,1200 L STREET NW,Elementary School,ES,Active,202-898-4660,327, ,dcps_326,http://www.thomsondcps.org/,326,326,N,,,,,-77.02843003,38.90349634,2024-2025,District of Columbia Public Schools,1,Thomson Elementary School,326,PK3-5th,240922,397533.99,137293.77,20005,,,,DGS_0241.0,{205B5DC4-5374-453C-BDAD-D2D9FB7329F0},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1286
-8574392,4715081.194,Truesdell Elementary School,800 INGRAHAM STREET NW,Elementary School,ES,Active,202-576-6202,423, ,dcps_327,http://profiles.dcps.dc.gov/Truesdell+Education+Campus,327,327,N,471,1908,69600,450,-77.02507158,38.95396869,2024-2025,District of Columbia Public Schools,1,Truesdell Elementary School,327,PK3-5th,294497,397826.84,142896.55,20011,,,,DGS_0738.0,{B49CB1D3-2EC0-4532-ACF4-9C3383A7B6DD},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1287
-8574878.658,4711536.011,Tubman Elementary School,3101 13TH STREET NW,Elementary School,ES,Active,202-673-7285,489, ,dcps_328,http://profiles.dcps.dc.gov/tubman,328,328,N,607,1970,66600,450,-77.0294433,38.92919857,2024-2025,District of Columbia Public Schools,1,Tubman Elementary School,328,PK3-5th,294555,397447.02,140146.96,20010,,,,DGS_0471.0,{21F758CD-F2F8-4E03-A7AF-B703E51A10A8},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1288
-8569409.154,4699871.137,Turner Elementary School,3264 STANTON ROAD SE,Elementary School,ES,Active,202-645-3470,305, ,dcps_329,http://www.myschooldc.org/schools/profile/116/,329,329,N,,1965,77700,,-76.98031323,38.84763644,2024-2025,District of Columbia Public Schools,1,Turner Elementary School,329,PK3-5th,294561,401708.96,131092.7,20032,,,,DGS_0499.0,{2CD71C16-5AF1-45E1-A607-20AC4E8C03C6},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1289
-8571516.827,4704040.071,Van Ness Elementary School,1150 5TH STREET SE,Elementary School,ES,Active,202-698-3818,,,dcps_972,http://vannesselementary.org/,331,,,,,,,-76.999244,38.87679645,2024-2025,District of Columbia Public Schools,1,Van Ness Elementary School,331,PK3-5th,294508,400065.6,134329.49,20003,,,,DGS_0770.0,{ACECC417-3BA7-4A26-BFFC-615BFA917C0A},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1291
-8573150.152,4707958.254,Walker-Jones Education Campus,1125 NEW JERSEY AVENUE NW,Education Campus,EC,Active,202-939-5934,418, ,dcps_332,http://walkerjoneseducampus.org/,332,332,N,,,,,-77.01391569,38.90419198,2024-2025,District of Columbia Public Schools,1,Walker-Jones Education Campus,332,PK3-8th,307735,398792.97,137370.7,20001,,,,DGS_0195.0,{09C15EA8-2791-41F8-9A6F-D4506FE30B45},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1292
-8570487.489,4704994.007,Watkins Elementary School,420 12TH STREET SE,Elementary School,ES,Active,202-698-3355,521, ,dcps_333,http://www.capitolhillclusterschool.org/our-schools/watkins-elementary,333,333,N,578,1962,69300,550,-76.98999677,38.88346701,2024-2025,District of Columbia Public Schools,1,Watkins Elementary School,333,1st-5th,294486,400867.92,135070.02,20003,,,,DGS_0586.0,{AA98EEE9-0968-45CD-A1B2-FA6AB48BCC74},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1293
-8570320.955,4707947.62,Wheatley Education Campus,1299 NEAL STREET NE,Education Campus,EC,Active,202-939-5970,475, ,dcps_335,http://profiles.dcps.dc.gov/Wheatley+Education+Campus,335,335,N,625,1960,103700,400,-76.98850077,38.90411774,2024-2025,District of Columbia Public Schools,1,Wheatley Education Campus,335,PK3-8th,294512,400997.43,137362.43,20002,,,,DGS_0262.0,{36F03B9D-69C5-4B3B-B6C1-245B4B746F0D},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1294
-8573742.677,4716783.168,Whittier Elementary School,6201 5TH STREET NW,Elementary School,ES,Active,202-576-6156,346, ,dcps_338,http://www.whittierdc.org/,338,338,Y,517,1926,66600,600,-77.0192386,38.96585727,2024-2025,District of Columbia Public Schools,1,Whittier Elementary School,338,PK3-5th,294614,398332.71,144216.17,20011,,,,DGS_0706.0,{B71509D7-BE04-4909-BDCE-076BC9F542C8},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1295
-8562953.981,4706898.478,Woodson High School,540 55TH STREET NE,High School,HS,Active,202-724-4632,810, ,dcps_426,http://www.hdwoodsonwarriors.org/,464,464,N,1085,1967,156000,450,-76.92232826,38.89678662,2024-2025,District of Columbia Public Schools,1,Woodson High School,464,9th-12th,309633,406737.85,136551.42,20016,,,,DGS_0681.0,{D0CFB5C8-DE70-42B1-B4E3-310F8628E4B4},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1296
-8570330.425,4709095.193,Youth Services Center,1000 MOUNT OLIVET ROAD NE,Youth Engagement,YE,Active,202-576-8388,67, ,dcps_948,http://profiles.dcps.dc.gov/Youth+Services+Center,861, ,N,90,2004,,,-76.98858584,38.91213959,2024-2025,District of Columbia Public Schools,1,Youth Services Center,861,Alternative,290013,400989.94,138252.92,20002,,,,N/A,{4CD7B010-CA89-44ED-94FC-D0477BC6522F},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1297
